state,ags,place,population
RP,072315009067,Kinderbeuern,1038
SH,010595993044,Jübek,2679
HE,064370003003,Brensbach,4893
RP,073355001201,Lambsborn,713
RP,073375001501,"Annweiler am Trifels, Stadt",7125
SN,147305303090,"Dommitzsch, Stadt",2317
BW,084175006078,Zimmern unter der Burg,446
BY,091890135135,Petting,2228
RP,071315003025,Gönnersdorf (Landkreis Ahrweiler),658
NI,031570002002,Hohenhameln,9308
BY,091905176113,Antdorf,1291
HE,066330018018,"Naumburg, Stadt",4982
BY,097735715186,Ziertheim,1092
BW,083265001012,"Donaueschingen, Stadt",21883
HE,066340013013,Malsfeld,3845
NW,053820024024,"Königswinter, Stadt",40532
NW,055660068068,"Ochtrup, Stadt",19884
BW,081355002026,Nattheim,6363
TH,160665050056,Rippershausen,780
NI,031515407033,Ummern,1495
RP,071435006246,Irmtraut,779
NI,034545405017,Handrup,837
RP,073395006067,Zornheim,3618
RP,072325008081,Metterich,530
ST,150870412412,Südharz,9037
SN,146255231180,Großnaundorf,927
HE,065320004004,Breitscheid (Landkreis Lahn-Dill-Kreis),4631
BY,095715501225,Windelsbach,1055
SN,145245135290,"Waldenburg, Stadt (Landkreis Zwickau)",3981
NI,032410004004,"Burgwedel, Stadt",20172
BY,092730137137,"Kelheim, St",16664
BY,097745730191,"Waldstetten, M",1227
BY,095755521118,Diespeck,3748
SN,146265227430,Oybin,1309
NW,051580036036,"Wülfrath, Stadt",20773
TH,160685012017,Großmölsen,225
ST,150835052205,Erxleben,2724
BW,084365003018,Bodnegg,3080
BY,092745227183,"Velden, M",6453
BW,081350010010,Dischingen,4332
BW,084265004031,Dettingen an der Iller,2632
RP,072355003095,Nittel,2529
RP,072355008131,Taben-Rodt,786
MV,130765660105,"Neustadt-Glewe, Stadt",6668
SH,010545492120,Simonsberg,837
SH,010560015015,"Elmshorn, Stadt",51248
BB,120645406480,Treplin,361
BW,084175005047,Obernheim,1516
RP,071325009098,Scheuerfeld,2094
BW,081350025025,Königsbronn,7032
BW,083155013095,St. Peter,2672
SN,146270010010,"Coswig, Stadt",20369
HE,064310005005,"Bürstadt, Stadt",17308
SH,010555543015,Gremersdorf,1634
NI,033580023023,Wietzendorf,4144
MV,130730088088,"Stralsund, Hansestadt",53996
SH,010595993057,Lürschau,1084
SH,010585824142,Schinkel,1030
BY,091805137133,Spatzenhausen,753
NI,033535403019,Hollenstedt,3842
NI,033605407003,Barum,726
SH,010575755079,Stein,812
NI,032515406031,Scholen,741
SH,010515166072,"Marne, Stadt",5766
SH,010595990163,Stangheck,228
BY,094740140140,"Igensdorf, M",5046
RP,071355003002,Alflen,802
SH,010585890081,Holzbunge,336
RP,071315001009,Bauler (Landkreis Ahrweiler),55
BW,081360002002,Abtsgmünd,7351
MV,130765668082,Leezen,2198
RP,073355010029,Niederkirchen,1875
MV,130755560032,Fahrenwalde,269
TH,160745005106,Walpernhain,173
RP,071345005006,Bergen,489
RP,071435008273,Niederahr,811
RP,071325009108,Steineroth,551
SH,010615168105,Vaale,1232
BW,084255008062,Holzkirch,270
RP,073405009041,Saalstadt,302
BY,095745529131,Henfenfeld,1733
TH,160720024024,Föritztal,8419
RP,071375003004,Anschau,273
BY,097785764111,Amberg (Landkreis Unterallgäu),1507
BY,092775241112,Bayerbach,1645
BW,081180048048,"Ludwigsburg, Stadt",91810
BW,084255010036,Emerkingen,822
RP,073335004022,Gauersheim,660
BY,096720112112,"Bad Bocklet, M",4595
SH,010615179110,Wewelsfleth,1309
BY,091830119119,"Haag i.OB, M",6408
SH,010545488087,Nieblum,582
RP,073355011023,Linden,1130
BY,094710142142,"Heiligenstadt i.OFr., M",3545
RP,072335004208,Brücktal,72
BW,084365001077,Unterwaldhausen,282
SH,010535358051,Harmsdorf (Kreis Herzogtum Lauenburg),314
SH,010605086067,Pronstorf,1601
SL,100430112112,Illingen (Landkreis Neunkirchen),15958
RP,071415009112,Prath,296
BY,095620000000,Erlangen,112220
SN,146265214170,Hainewalde,1524
RP,071435009247,Kaden,574
RP,071415007060,Holzhausen an der Haide,1169
RP,072315008082,Meerfeld,354
BW,081275006079,Sulzbach-Laufen,2528
BY,091905177135,Oberhausen (Landkreis Weilheim-Schongau),2120
RP,071335006098,Sommerloch,408
BW,081265005069,Pfedelbach,9427
MV,130715160047,Grabowhöfe,1316
BW,083375005076,Murg,6813
BY,095715502125,Buch a.Wald,1022
RP,071370003003,"Andernach, Stadt",29995
RP,071385009002,Anhausen,1425
RP,073325007044,Tiefenthal (Landkreis Bad Dürkheim),860
BY,091800124124,"Murnau a.Staffelsee, M",12014
NI,033545403005,"Gartow, Flecken",1360
RP,073335004035,Jakobsweiler,250
BW,083175010096,"Offenburg, Stadt",62220
NW,059580016016,Eslohe (Sauerland),8782
RP,071345001036,Heimbach,1038
MV,130755559045,Hammer a.d. Uecker,459
NW,059540008008,"Ennepetal, Stadt der Kluterthöhle",29506
MV,130745453022,Gägelow,2456
BW,081165005073,Wolfschlugen,6164
BW,084355005020,Heiligenberg,2858
BY,097730144144,"Lauingen (Donau), St",11071
MV,130725255061,Kuhs,314
SH,010515175017,Busenwurth,308
BY,097785757186,"Ottobeuren, M",8158
RP,073395006054,Sörgenloch,1241
HE,064340005005,"Königstein im Taunus, Stadt",16782
NI,032555409022,Holzen,486
RP,071385009015,Ehlscheid,1584
BW,081175004007,Bad Überkingen,3839
NI,033545406019,Neu Darchau,1330
RP,071325010023,Eichen,539
BY,093725318125,"Falkenstein, M",3377
RP,071345005019,Dickesbach,426
BY,093710156156,"Vilseck, St",6036
BB,120685807425,Temnitzquell,785
TH,160710008008,"Blankenhain, Stadt",6595
SH,010535391079,Labenz,882
BB,120715101412,Werben,1741
TH,160650089089,"Greußen, Stadt",5741
RP,073405003008,Eppenbrunn,1271
BW,083265004061,Tuningen,2968
HE,064400016016,"Nidda, Stadt",17100
SH,010535323053,Hohenhorn,537
HE,064130000000,"Offenbach am Main, Stadt",129479
SH,010550041041,Süsel,5005
SN,145240080080,"Glauchau, Stadt",21821
RP,072335001016,Demerath,280
BY,096775621126,Esselbach,2085
SH,010515175004,Bargenstedt,920
NI,034520011011,Hinte,7201
ST,150830270270,"Haldensleben, Stadt",19169
RP,071405008020,Bubach,238
TH,160765004062,Rückersdorf (Landkreis Greiz),699
SN,145225123620,Zschaitz-Ottewig,1288
NW,059620040040,"Menden (Sauerland), Stadt",52434
BW,081185008012,Eberdingen,6698
TH,160775004015,Haselbach (Landkreis Altenburger Land),805
BY,095725510159,"Vestenbergsgreuth, M",1554
BY,094770143143,Neuenmarkt,2931
NI,033605407029,Wriedel,2285
RP,073365010015,Dennweiler-Frohnbach,268
NI,033555406040,Wendisch Evern,1715
BW,083365006010,Böllen,99
RP,073365008019,Einöllen,422
SN,145220140140,"Flöha, Stadt",10332
BW,081195003086,Winterbach (Landkreis Rems-Murr-Kreis),7661
BY,091750123123,Hohenlinden,3237
SN,146265237490,Schleife,2496
NI,031510040040,"Wittingen, Stadt",11216
MV,130760088088,"Lübtheen, Stadt",4639
RP,073325007031,Kleinkarlbach,870
BW,082355002057,Ostelsheim,2475
BY,091895173150,Taching a.See,2003
SH,010585895156,Steenfeld,329
BW,083175010021,Durbach,4048
SH,010585893162,Thumby,357
BY,093725312128,Gleißenberg,851
SH,010515175137,Nordermeldorf,589
RP,071315004210,Wehr,1158
BY,093745330132,"Leuchtenberg, M",1187
RP,072325007311,Spangdahlem,846
SN,147290430430,"Zwenkau, Stadt",9072
RP,072325008331,Zendscheid,123
RP,073365010002,Albessen,143
HE,065340009009,Fronhausen,4052
HE,065350004004,Freiensteinau,2970
BY,097800147147,Wildpoldsried,2580
MV,130735351044,Klausdorf,672
SH,010595937118,Grundhof,1018
MV,130755563094,Murchin,822
SH,010605043036,Hasenmoor,689
RP,072315008095,Niederöfflingen,422
RP,073385006016,Lambsheim,6859
MV,130745456009,Boiensdorf,498
TH,160685050009,Elxleben (Landkreis Sömmerda),2254
NI,032540008008,"Bockenem, Stadt",9600
SH,010545492026,Elisabeth-Sophien-Koog,63
BB,120660296296,"Schwarzheide, Stadt",5697
RP,073375001024,Eußerthal,912
NW,057580008008,"Enger, Widukindstadt",20542
RP,072325006283,Oberlascheid,144
BY,097800145145,"Wertach, M",2634
RP,073385001014,Hochdorf-Assenheim,3120
BW,084175006052,Ratshausen,743
BY,092770127127,Julbach,2298
BY,097795721180,Megesheim,807
NI,031590007007,"Bovenden, Flecken",13981
NI,033565401004,Holste,1380
RP,073325001035,Meckenheim,3449
NI,034545401020,Heede (Landkreis Emsland),2518
BW,081365007079,Waldstetten,7056
BY,092735215133,Ihrlerstein,4158
NI,034585401011,Kirchseelte,1182
HE,064390008008,"Idstein, Hochschulstadt",25621
NW,053780016016,"Leichlingen (Rheinland), Blütenstadt",27755
SN,146270150150,Moritzburg,8318
BW,083365001045,"Kandern, Stadt",8656
NI,031595402025,Obernfeld,940
RP,072315009005,Bengel,838
RP,072325006296,"Prüm, Stadt",5154
TH,160765008059,Reichstädt,336
RP,072335004243,Ueß,53
BW,082150110110,Waldbronn,13324
BY,097725709214,Walkertshofen,1136
BY,093720151151,Rimbach (Landkreis Cham),1800
BW,083275003018,"Geisingen, Stadt",6296
SH,010515169071,Lunden,1727
SH,010585893042,Dörphof,737
RP,072325008046,Hamm,18
BY,095775532138,Haundorf,2724
RP,071410075075,"Lahnstein, Stadt",18299
BY,096770148148,"Karlstadt, St",14780
SN,146255212190,Großpostwitz/O.L.,2731
SN,147300045045,"Belgern-Schildau, Stadt",7558
NI,033545406006,Göhrde,596
TH,160615012024,Dietzenrode/Vatterode,128
BW,083155007003,Au,1496
BY,096795645169,Oberpleichfeld,1143
RP,072315006018,Deuselbach,273
BY,096745610129,Ebelsbach,3848
MV,130745451019,Dorf Mecklenburg,3165
BY,091850127127,Ehekirchen,3752
HE,064360008008,"Kelkheim (Taunus), Stadt",28392
HE,065320022022,Waldsolms,4605
MV,130765658099,Moraas,484
BW,083265004074,"Villingen-Schwenningen, Stadt",87478
NW,059660020020,"Lennestadt, Stadt",24423
SH,010595993092,Treia,1607
ST,150835051580,Zielitz,1875
BY,091775120114,Buch a.Buchrain,1595
BY,091810114114,"Dießen am Ammersee, M",10621
BW,083155003020,Buchenbach,3189
BW,084265004044,Erolzheim,3338
BY,092785249139,Hunderdorf,3127
RP,071405004062,Kappel,445
BY,092745220119,Bayerbach b.Ergoldsbach,1948
BY,097750149149,Roggenburg,2646
RP,071415010041,Fachbach,1275
BY,091840114114,Brunnthal,5332
RP,072335004230,Oberelz,127
BW,081195001008,"Backnang, Stadt",38202
ST,150875052470,Wimmelburg,1089
NI,033575404003,Anderlingen,832
RP,073315001032,Gau-Odernheim,3815
RP,071435004052,Neuhäusel,2075
RP,073405008226,Walshausen,337
BY,091905176126,Habach,1130
RP,073335007034,Imsweiler,540
BW,084155004087,Walddorfhäslach,5362
TH,160745053098,Tautenhain,955
SH,010595974187,Boren,1122
BB,120695902018,Beetzsee,2658
MV,130755558036,Görmin,885
MV,130725251007,Bartenshagen-Parkentin,1311
TH,160755013079,Paska,91
RP,073395007013,Dolgesheim,976
RP,073325006013,Ellerstadt,2408
NI,031595402038,Wollershausen,489
BW,083150076076,"Neuenburg am Rhein, Stadt",12636
MV,130720060060,"Kühlungsborn, Ostseebad, Stadt",8010
BY,096735638175,Unsleben,933
RP,071405008166,Wüschheim,311
BW,081255007084,Roigheim,1444
BY,092770117117,Egglham,2227
BY,094750168168,"Schwarzenbach a.d.Saale, St",6647
TH,160695051006,Brünn/Thür.,407
NW,057540028028,"Rheda-Wiedenbrück, Stadt",47502
BY,097785764209,Rammingen (Landkreis Unterallgäu),1567
RP,071435001231,Hahn bei Marienberg,465
BY,097785767161,Kronburg,1783
BB,120645404538,Zechin,645
SH,010535308034,Göldenitz,231
BW,083165005012,"Endingen am Kaiserstuhl, Stadt",10022
NI,034545402053,Thuine,1722
NW,059620012012,"Halver, Stadt",16395
RP,071415007012,Bettendorf,317
BW,083275004011,Dürbheim,1719
RP,073345004020,Minfeld,1686
BY,091880145145,Wörthsee,5087
RP,071405009016,Birkheim,142
RP,071435002250,Kroppach,747
SH,010535391112,Schönberg (Kreis Herzogtum Lauenburg),1449
NW,055540064064,"Velen, Stadt",12662
NW,057580024024,"Löhne, Stadt",40847
TH,160635006049,Lauterbach (Landkreis Wartburgkreis),658
RP,072335006041,Lissendorf,1116
BY,091710133133,"Tüßling, M",3281
RP,073395007012,Dienheim,2241
BY,091820129129,Rottach-Egern,5448
BY,094710137137,Gundelsheim,3591
TH,160765056038,Kühdorf,63
NW,053660004004,"Bad Münstereifel, Stadt",18026
RP,072335004003,Beinhausen,89
BY,096735640184,Wülfershausen a.d.Saale,1507
RP,071435006282,Oberrod,629
MV,130745455012,Brüsewitz,1872
BY,092750122122,"Fürstenzell, M",8410
SH,010550007007,Bosau,3363
BB,120715102074,Felixsee,1840
NI,033575405048,Tiste,876
SH,010595940159,Sieverstedt,1637
BY,091905174149,Schwabbruck,966
NW,053160000000,"Leverkusen, Stadt",166356
BB,120645412340,Neuhardenberg,2592
ST,150880235235,"Mücheln (Geiseltal), Stadt",8294
RP,072325008032,Enzen,37
BY,091815142142,Thaining,1061
BB,120625207464,Schraden,488
BY,092750119119,Büchlberg,4222
RP,073385007010,Hanhofen,2645
SN,145220500500,Rossau,3320
BY,094720198198,Warmensteinach,2153
BY,095740164164,Winkelhaid,4269
BW,084360052052,Kißlegg,9158
TH,160695004046,Schweickershausen,167
RP,073405002047,Schwanheim,577
NI,032575402007,Beckedorf,1453
RP,071435006295,Stein-Neukirch,437
BY,094780120120,"Ebensfeld, M",5564
RP,071405003055,Hollnich,304
BW,081260011011,Bretzfeld,12498
TH,160775009041,Posterstein,447
BW,082355004073,Unterreichenbach,2370
SH,010535373070,Köthel (Kreis Herzogtum Lauenburg),301
RP,071335009201,Bruschied,357
BW,082155004099,Graben-Neudorf,12146
SH,010605005031,Hagen,476
BY,093765342162,Schwarzach b.Nabburg,1361
BY,095715506216,"Weidenbach, M",2381
BY,091900138138,Pähl,2461
HE,066340008008,Guxhagen,5291
RP,072325005108,Prümzurlay,547
BY,092710116116,Bernried,4756
HE,066350003003,"Bad Wildungen, Stadt",17398
BW,083355005075,"Singen (Hohentwiel), Stadt",46789
BW,082375005032,Grömbach,629
RP,072315006017,Burtscheid,115
BY,096775656170,Partenstein,2724
BY,096755617170,Sulzfeld a.Main,1240
BW,083175004129,Steinach (Landkreis Ortenaukreis),3934
RP,071335010062,Martinstein,261
BW,081195002076,Urbach (Landkreis Rems-Murr-Kreis),8951
SH,010575755040,Krokau,414
HE,066340026026,Willingshausen,4687
BY,091800134134,Uffing a.Staffelsee,3060
SN,146285219340,Rosenthal-Bielatal,1576
MV,130725263080,Pölchow,963
HE,065310014014,"Pohlheim, Stadt",17421
RP,073335007021,Finkenbach-Gersweiler,284
SH,010515169049,Hennstedt (Kreis Dithmarschen),2071
BW,082265010010,Dielheim,9151
RP,072315001076,Lösnich,486
BW,083365005078,Schliengen,5830
RP,072335006054,Oberehe-Stroheich,310
BB,120695918089,Buckautal,497
RP,072355008098,Ockfen,585
BY,091840130130,Ismaning,17604
MV,130745457006,Bibow,377
MV,130755560103,Nieden,155
NI,033570051051,"Visselhövede, Stadt",9451
NI,031550002002,"Bodenfelde, Flecken",2949
HE,064350018018,Linsengericht,9588
MV,130715162015,Bredenfelde,175
TH,160755004076,Oettersdorf,804
SH,010585833136,Rickert,1050
RP,073365010089,Rutsweiler am Glan,299
TH,160715008009,Buchfart,190
BB,120625209445,"Schlieben, Stadt",2372
SH,010575755018,Fahren,128
HE,065330012012,"Merenberg, Marktflecken",3194
NI,031545403017,Räbke,801
NI,034600004004,Goldenstedt,10365
SH,010545492159,Wittbek,792
SH,010565660026,Hemdingen,1746
RP,071325009024,Elben,328
ST,150840315315,"Lützen, Stadt",8246
RP,072325005085,Nasingen,44
SH,010595990102,Ahneby,207
HE,066330023023,Schauenburg,10338
BW,081285004061,Königheim,3003
NW,055660012012,"Greven, Stadt",37806
RP,073365008005,Aschbach,325
NI,031020000000,"Salzgitter, Stadt",104215
RP,071335006036,Gutenberg,1035
MV,130725252078,Penzin,140
HE,064320023023,"Weiterstadt, Stadt",26311
BB,120665601226,Neu-Seeland,578
SN,145220460460,"Penig, Stadt",8343
NI,033590028028,Jork,11674
SH,010615168033,Hadenfeld,146
RP,071355001021,Dohr,610
SH,010535358110,Schmilau,572
BY,092785250117,Atting,1740
SH,010585859141,Schierensee,347
RP,071345005055,Mittelreidenbach,775
BY,096780138138,Grettstadt,4281
RP,073405008212,Käshofen,626
RP,071355002009,Binningen,712
RP,073110000000,"Frankenthal (Pfalz), Stadt",47992
BW,084255008013,Ballendorf,663
RP,071405009149,Thörlingen,145
SH,010605086006,Bahrenhof,209
NI,033560002002,Grasberg,7664
BY,097740116116,Ursberg,3266
BY,097765738121,Oberreute,1612
MV,130765668033,Dobin am See,1970
RP,072315008021,Dierfeld,12
SH,010595952149,Nordhackstedt,475
TH,160755004063,Löhma,266
BW,083265003055,Schonach im Schwarzwald,3854
BB,120705005060,Cumlosen,720
MV,130745455025,Grambow (Landkreis Nordwestmecklenburg),645
TH,160625053054,Urbach (Landkreis Nordhausen),894
NI,033545407025,Woltersdorf (Landkreis Lüchow-Dannenberg),872
SH,010595915056,Lottorf,240
SN,145220320320,Leubsdorf (Landkreis Mittelsachsen),3232
SH,010545489165,Galmsbüll,574
TH,160675012067,Tonna,2816
MV,130765658131,Strohkirchen,310
RP,071315002002,Ahrbrück,1099
HE,064380011011,"Rodgau, Stadt",44501
RP,073375003066,Rhodt unter Rietburg,1167
BW,081170010010,Böhmenkirch,5537
TH,160775005022,Kriebitzsch,996
HE,064340003003,Glashütten (Landkreis Hochtaunuskreis),5395
NW,059780032032,"Selm, Stadt",25701
BY,097740121121,"Burgau, St",10235
RP,073385007023,Römerberg,9625
BY,097795725187,Münster (Landkreis Donau-Ries),1372
SH,010515178013,Büsum,4911
RP,071405003042,Gödenroth,495
BY,096790156156,Kürnach,4626
SH,010595996005,Bergenhusen,726
RP,072325005072,Lahr (Landkreis Eifelkreis Bitburg-Prüm),188
BW,083175010047,Hohberg,8128
BY,091870130130,Feldkirchen-Westerham,10616
BY,091890148148,Surberg,3271
SH,010515175078,Nindorf (Kreis Dithmarschen),1095
MV,130755556117,Rossow,453
TH,160655002079,Westgreußen,360
NI,033525404036,Mittelstenahe,614
BY,094775439127,Ködnitz,1482
BY,097725709168,Langenneufnach,1842
BY,091760131131,Hepberg,2938
NI,033595407004,Balje,972
SN,146260530530,"Seifhennersdorf, Stadt",3606
SH,010535358123,Sterley,927
SH,010575727034,Kirchnüchel,191
RP,071435007075,Steinen (Landkreis Westerwaldkreis),234
RP,072335001077,Utzerath,164
BW,083255001014,Dunningen,6369
BY,092770145145,"Simbach a.Inn, St",9797
BB,120700316316,"Pritzwalk, Stadt",11995
SH,010515169036,Glüsing,107
RP,073405001001,Bobenthal,282
BW,082350080080,"Wildberg, Stadt",9998
BY,093725317167,Zell,1813
BY,092785256113,Aiterhofen,3486
ST,150910020020,"Bad Schmiedeberg, Stadt",8058
BB,120615114405,Rietzneuendorf-Staakow,589
RP,071375009204,Brey,1408
SH,010625207046,Meddewade,901
RP,071415011073,Klingelbach,757
BY,093745323158,Störnstein,1541
BY,095760121121,Georgensgmünd,6769
RP,072335006019,Dohm-Lammersdorf,210
BW,082375001074,Waldachtal,6163
SH,010620060060,"Reinbek, Stadt",27990
BY,096745611184,Pfarrweisach,1476
SN,147300050050,Cavertitz,2173
HE,066310013013,Hofbieber,6078
NI,034530001001,Barßel,13516
SH,010515169023,Dörpling,637
SH,010585833003,Alt Duvenstedt,1905
HE,065340014014,"Marburg, Universitätsstadt",72768
BB,120630080080,"Falkensee, Stadt",44683
BB,120735303520,Schönfeld (Landkreis Uckermark),580
BY,096740163163,Knetzgau,6309
RP,073395003019,"Gau-Algesheim, Stadt",6380
SH,010535358136,Ziethen (Kreis Herzogtum Lauenburg),1157
NI,031590010010,"Duderstadt, Stadt",20433
BW,084355001013,Eriskirch,4809
BY,097745732185,"Thannhausen, St",6332
SH,010605005009,Bimöhlen,1056
TH,160615001031,Ferna,544
RP,072355007111,Ralingen,1935
BW,083165002003,Biederbach,1722
SN,146285204030,"Bad Schandau, Stadt",3419
BW,081155001054,Grafenau,6670
SH,010545417145,Vollerwiek,208
BW,081255007048,Jagsthausen,1731
RP,071315001044,Leimbach (Landkreis Ahrweiler),445
BY,095775534141,Höttingen,1103
SN,145210150150,Drebach,4922
SL,100450117117,"St. Ingbert, Stadt",35603
SL,100460112112,Marpingen,10277
HE,066320003003,"Bebra, Stadt",13262
SH,010595996053,Kropp,6557
BW,082375001061,Schopfloch,2584
TH,160635059062,Oechsen,602
TH,160775052043,"Schmölln, Stadt",13700
RP,071405004120,Raversbeuren,132
RP,072325001315,Strickscheid,33
RP,071335006107,Waldböckelheim,2227
RP,071435010042,Leuterod,850
BB,120705006222,Kümmernitztal,377
RP,072355006091,Naurath (Eifel),343
BY,097720177177,"Meitingen, M",11941
BW,083355004043,"Konstanz, Universitätsstadt",86437
SH,010540033033,"Friedrichstadt, Stadt",2614
SH,010585895085,Jahrsdorf,227
BW,083155006033,Eschbach (Landkreis Breisgau-Hochschwarzwald),2456
SH,010595915043,Jagel,925
MV,130765662085,Lewitzrand,1367
SH,010615168081,Oldenborstel,112
BW,083275006054,Wurmlingen,3908
MV,130735360020,Drechow,210
NI,032540011011,Diekholzen,6072
RP,072325005130,Waldhof-Falkenstein,20
BY,094795444138,Nagel,1681
RP,073405009018,Hettenhausen,212
NI,034545404043,Renkenberge,673
BY,093720146146,Pemfling,2188
RP,071335001104,Tiefenthal (Landkreis Bad Kreuznach),135
BY,097785759190,Salgen,1446
NI,034545406011,Esterwegen,5289
BY,093610000000,Amberg,41876
MV,130745455038,Klein Trebbow,1095
NW,059780004004,"Bergkamen, Stadt",48518
HE,064390001001,Aarbergen,6225
MV,130735360033,Gransebieth,524
TH,160760004004,"Berga/Elster, Stadt",3217
SH,010585895072,Hanerau-Hademarschen,2902
BW,082265010098,"Wiesloch, Stadt",27095
BY,093725313170,Walderbach,2254
BY,095715507128,Burk,1075
BY,097770129129,"Füssen, St",15304
RP,071355002044,Kail,298
BB,120710160160,"Guben, Stadt",16237
BY,096755618167,"Seinsheim, M",1041
MV,130735355076,"Richtenberg, Stadt",1277
BY,091730131131,Jachenau,857
MV,130745456044,Krusenhagen,584
HE,064330013013,Stockstadt am Rhein,6027
BY,091815143139,Schondorf am Ammersee,3720
TH,160755005105,Solkwitz,59
BY,092785246179,Rattiszell,1491
SH,010595952123,Hörup,622
HE,065350017017,Schwalmtal (Landkreis Vogelsbergkreis),2694
BY,091740146146,Sulzemoos,2893
BW,084265003021,"Biberach an der Riß, Stadt",34018
